courseNumber,name,departmentCode,description,credits,professorName
BMB 212,Elementary Biochemistry Laboratory,BMB,,,
BMB 221,Applied Biochemistry,BMB,,,
BMB 251,Molecular and Cell Biology I,BMB,,,
BMB 251H,Molecular and Cell Biology I,BMB,,,
BMB 252,Molecular and Cell Biology II,BMB,,,
BMB 252H,Molecular and Cell Biology II,BMB,,,
BMB 294,Research Projects,BMB,,,
BMB 297,Special Topics,BMB,,,
BMB 299,Foreign Studies,BMB,,,
BMB 398,Special Topics,BMB,,,
BMB 399,Foreign Studies,BMB,,,
BMB 400,Molecular Biology of the Gene,BMB,,,
BMB 401,General Biochemistry,BMB,,,
BMB 401H,General Biochemistry,BMB,,,
BMB 402H,General Biochemistry,BMB,,,
BMB 403,Biochemistry Laboratory,BMB,,,
BMB 406,Molecular Biology,BMB,,,
BMB 408,Instructional Practice,BMB,,,
BMB 411,Survey of Biochemistry and Molecular Biology Literature,BMB,,,
BMB 428,Physical Chemistry with Biological Applications,BMB,,,
BMB 430,Developmental Biology,BMB,,,
BMB 432,Advanced Immunology: Signaling in the Immune System,BMB,,,
BMB 433,Molecular and Cellular Toxicology,BMB,,,
BMB 435,Viral Pathogensis,BMB,,,
BMB 442,"Laboratory in Proteins, Nucleic Acids, and Molecular Cloning",BMB,,,
BMB 443W,Laboratory in Protein Purification and Enzymology,BMB,,,
BMB 445W,Laboratory in Molecular Genetics,BMB,,,
BMB 448,Model Systems and Approaches in Cell Biology Inquiry,BMB,,,
BMB 450,Bacterial Genetics,BMB,,,
BMB 460,Cell Growth and Differentiation,BMB,,,
BMB 464,Molecular Medicine,BMB,,,
BMB 465,Protein Structure and Function,BMB,,,
BMB 474,Analytical Biochemistry,BMB,,,
BMB 480,Cancer Development and Progression,BMB,,,
BMB 482,Introduction to Computational Biology,BMB,,,
BMB 484,Functional Genomics,BMB,,,
BMB 485,Human Genomics and Biomedical Informatics,BMB,,,
BMB 488,Communities of Practice in Biochemistry and Molecular Biology,BMB,,,
BMB 490,Undergraduate Research in Cellular Dynamics I,BMB,,,
BMB 491,Undergraduate Research in Cellular Dynamics II: Communicating Scientific Findings,BMB,,,
BMB 494,Research Project,BMB,,,
BMB 494H,Research Project - Honors,BMB,,,
BMB 496,Independent Studies,BMB,,,
BMB 497,Special Topics,BMB,,,
BMB 499,Foreign Studies,BMB,,,
CHEM 101,Introductory Chemistry,CHEM,,,
CHEM 106,Introductory and General Chemistry,CHEM,,,
CHEM 108,Problem Solving in Chemistry,CHEM,,,
CHEM 109,A Research Experience in Chemistry,CHEM,,,
CHEM 110,Chemical Principles I,CHEM,,,
CHEM 110H,Chemical Principles I - Honors,CHEM,,,
CHEM 111,Experimental Chemistry I,CHEM,,,
CHEM 112,Chemical Principles II,CHEM,,,
CHEM 112H,Chemical Principles II - Honors,CHEM,,,
CHEM 113,Experimental Chemistry II,CHEM,,,
CHEM 113B,Experimental Chemistry II--Bioscience,CHEM,,,
CHEM 130,"Introduction to General, Organic, and Biochemistry",CHEM,,,
CHEM 197,Special Topics,CHEM,,,
CHEM 199,Foreign Studies,CHEM,,,
CHEM 202,Fundamentals of Organic Chemistry I,CHEM,,,
CHEM 203,Fundamentals of Organic Chemistry II,CHEM,,,
CHEM 210,Organic Chemistry I,CHEM,,,
CHEM 210H,Organic Chemistry I - Honors,CHEM,,,
CHEM 212,Organic Chemistry II,CHEM,,,
CHEM 212H,Organic Chemistry II - Honors,CHEM,,,
CHEM 213,Laboratory in Organic Chemistry,CHEM,,,
CHEM 213M,"Laboratory in Organic Chemistry - Honors, Writing Intensive",CHEM,,,
CHEM 213W,Laboratory in Organic Chemistry - Writing Intensive,CHEM,,,
CHEM 227,Analytical Chemistry,CHEM,,,
CHEM 233N,Chemistry and Literature,CHEM,,,
CHEM 294,Special Problems and Research,CHEM,,,
CHEM 294H,Special Problems and Research - Honors,CHEM,,,
CHEM 296,Independent Studies,CHEM,,,
CHEM 297,Special Topics,CHEM,,,
CHEM 301,Environmental Chemistry and Analysis,CHEM,,,
CHEM 310,Introductory Inorganic Chemistry,CHEM,,,
CHEM 316,The Professional Chemist,CHEM,,,
CHEM 358,"Literature, Conduct and Safety in the Chemical Sciences",CHEM,,,
CHEM 395,Chemistry Teacher Assistant Training,CHEM,,,
CHEM 399,Foreign Studies,CHEM,,,
CHEM 400,Chemical Literature,CHEM,,,
CHEM 402,Environment Chemistry: Atmosphere,CHEM,,,
CHEM 404,Environmental Chemistry: Water and Soil,CHEM,,,
CHEM 406,Nuclear and Radiochemistry,CHEM,,,
CHEM 408,Computational Chemistry,CHEM,,,
CHEM 410,Inorganic Chemistry,CHEM,,,
CHEM 412,Transition Metal Chemistry,CHEM,,,
CHEM 413,Chemistry of the Elements,CHEM,,,
CHEM 423W,Chemical Spectroscopy,CHEM,,,
CHEM 425W,Chromatography and Electrochemistry,CHEM,,,
CHEM 430,Structural Analysis of Organic Compounds,CHEM,,,
CHEM 431W,Organic and Inorganic Preparations,CHEM,,,
CHEM 432,Organic Reaction Mechanisms,CHEM,,,
CHEM 433,Industrial Medicinal Chemistry Lab,CHEM,,,
CHEM 440,Instrumental Analysis,CHEM,,,
CHEM 441,Instrumental Analysis Laboratory,CHEM,,,
CHEM 446,X-Ray Crystallography,CHEM,,,
CHEM 448,Surface Chemistry,CHEM,,,
CHEM 450,Physical Chemistry - Thermodynamics,CHEM,,,
CHEM 451,Experimental Physical Chemistry I,CHEM,,,
CHEM 452,Physical Chemistry - Quantum Chemistry,CHEM,,,
CHEM 453,Experimental Physical Chemistry II,CHEM,,,
CHEM 457,Experimental Physical Chemistry,CHEM,,,
CHEM 459W,Advanced Experimental Physical Chemistry,CHEM,,,
CHEM 464,Chemical Kinetics and Dynamics,CHEM,,,
CHEM 466,Molecular Thermodynamics,CHEM,,,
CHEM 468,Molecular Spectroscopy,CHEM,,,
CHEM 472,General Biochemistry I,CHEM,,,
CHEM 476,Biological Chemistry,CHEM,,,
CHEM 480,Chemistry and Properties of Polymers,CHEM,,,
CHEM 491,Instructional Practice,CHEM,,,
CHEM 494,Chemical Research,CHEM,,,
CHEM 494H,Chemical Research,CHEM,,,
CHEM 495,Internship,CHEM,,,
CHEM 496,Independent Studies,CHEM,,,
CHEM 497,Special Topics,CHEM,,,
CHEM 499,Foreign Studies,CHEM,,,
CHNS 110,Level Two Chinese B,CHNS,,,
CHNS 120,Introduction to Chinese Literature and Culture,CHNS,,,
CHNS 121N,Chinese Film and New Media,CHNS,,,
CHNS 197,Special Topics,CHNS,,,
CHNS 199,Foreign Studies,CHNS,,,
CHNS 295,Internship,CHNS,,,
CHNS 296,Independent Studies,CHNS,,,
CHNS 297,Special Topics,CHNS,,,
CHNS 299,Foreign Studies,CHNS,,,
CHNS 397,Special Topics,CHNS,,,
CHNS 399,Foreign Studies,CHNS,,,
CHNS 401,Level Three Chinese A,CHNS,,,
CHNS 402,Level Three Chinese B,CHNS,,,
CHNS 403W,Level Four Chinese A,CHNS,,,
CHNS 404,Level Four Chinese B,CHNS,,,
CHNS 410,Chinese Through Film,CHNS,,,
CHNS 412,Business Chinese,CHNS,,,
CHNS 414,"Chinese Language, Culture and Society",CHNS,,,
CHNS 415,China Beyond China,CHNS,,,
CHNS 416,Gender and Sexuality in China,CHNS,,,
CHNS 417,"The Warrior, the Courtesan and the Ghost in Classical Chinese Novels",CHNS,,,
CHNS 418,Confucius and the Great Books of China,CHNS,,,
CHNS 419,The Chinese Rhetorical Tradition,CHNS,,,
CHNS 452,Contemporary China: Culture and Trends,CHNS,,,
CHNS 453,Chinese Film,CHNS,,,
CHNS 454,Introduction to Classical Chinese,CHNS,,,
CHNS 494,Research Project,CHNS,,,
CHNS 494H,Research Project,CHNS,,,
CHNS 496,Independent Studies,CHNS,,,
CHNS 497,Special Topics,CHNS,,,
CHNS 499,Foreign Studies,CHNS,,,
CMPSC 100,Computer Fundamentals and Applications,CMPSC,,,
CMPSC 101,Introduction to Programming,CMPSC,,,
CMPSC 102,Introduction to Visual Programming,CMPSC,,,
CMPSC 111,Logic for Computer Science,CMPSC,,,
CMPSC 121,Introduction to Programming Techniques,CMPSC,,,
CMPSC 122,Intermediate Programming,CMPSC,,,
CMPSC 122H,Intermediate Programming,CMPSC,,,
CMPSC 131,Programming and Computation I: Fundamentals,CMPSC,,,
CMPSC 132,Programming and Computation II: Data Structures,CMPSC,,,
CMPSC 150N,Computing and Society,CMPSC,,,
CMPSC 197,Special Topics,CMPSC,,,
CMPSC 199,Foreign Studies,CMPSC,,,
CMPSC 200,Programming for Engineers with MATLAB,CMPSC,,,
CMPSC 201,Programming for Engineers with C++,CMPSC,,,
CMPSC 203,Introduction to Spreadsheets and Databases,CMPSC,,,
CMPSC 204,Introduction to Computational Sciences Programming,CMPSC,,,
CMPSC 205,Intermediate Computational Sciences Programming,CMPSC,,,
CMPSC 208,Technical Game Development,CMPSC,,,
CMPSC 221,Object Oriented Programming with Web-Based Applications,CMPSC,,,
CMPSC 222,Advanced Data Structures and Algorithms in C,CMPSC,,,
CMPSC 263,Blockchain and Modern Web Development,CMPSC,,,
CMPSC 296,Independent Studies,CMPSC,,,
CMPSC 297,Special Topics,CMPSC,,,
CMPSC 299,Foreign Studies,CMPSC,,,
CMPSC 301,Event Driven Programming for Computational Sciences,CMPSC,,,
CMPSC 302,Intermediate Visual Programming,CMPSC,,,
CMPSC 311,Introduction to Systems Programming,CMPSC,,,
CMPSC 312,Computer Organization and Architecture,CMPSC,,,
CMPSC 313,Assembly Language Programming,CMPSC,,,
CMPSC 315,Computer Systems I,CMPSC,,,
CMPSC 316,Computer Systems II,CMPSC,,,
CMPSC 320,Software Engineering Principles,CMPSC,,,
CMPSC 330,Advanced Programming in C++,CMPSC,,,
CMPSC 335,Fundamentals of Communication Networks,CMPSC,,,
CMPSC 348,Data Science and Machine Learning for Computational Sciences,CMPSC,,,
CMPSC 360,Discrete Mathematics for Computer Science,CMPSC,,,
CMPSC 395,Internship,CMPSC,,,
CMPSC 397,Special Topics,CMPSC,,,
CMPSC 399,Foreign Studies,CMPSC,,,
CMPSC 410,Programming Models for Big Data,CMPSC,,,
CMPSC 412,Data Structures Lab,CMPSC,,,
CMPSC 413,Algorithms Lab,CMPSC,,,
CMPSC 414,Contest Programming,CMPSC,,,
CMPSC 421,Net-centric Computing,CMPSC,,,
CMPSC 430,Database Design,CMPSC,,,
CMPSC 431W,Database Management Systems,CMPSC,,,
CMPSC 432,Exploratory Data Mining,CMPSC,,,
CMPSC 436,Communications and Networking,CMPSC,,,
CMPSC 438,Computer Network Architecture and Programming,CMPSC,,,
CMPSC 440,Data-driven Security Analytics,CMPSC,,,
CMPSC 441,Artificial Intelligence,CMPSC,,,
CMPSC 442,Artificial Intelligence,CMPSC,,,
CMPSC 443,Introduction to Computer and Network Security,CMPSC,,,
CMPSC 444,Secure Programming,CMPSC,,,
CMPSC 445,Applied Machine Learning in Data Science,CMPSC,,,
CMPSC 446,Data Mining,CMPSC,,,
CMPSC 447,Software Security,CMPSC,,,
CMPSC 448,Machine Learning and Algorithmic AI,CMPSC,,,
CMPSC 449,Foundations of Natural Language Processing,CMPSC,,,
CMPSC 450,Concurrent Scientific Programming,CMPSC,,,
CMPSC 451,Numerical Computations,CMPSC,,,
CMPSC 455,Introduction to Numerical Analysis I,CMPSC,,,
CMPSC 456,Introduction to Numerical Analysis II,CMPSC,,,
CMPSC 457,Computer Graphics Algorithms,CMPSC,,,
CMPSC 458,Fundamentals of Computer Graphics,CMPSC,,,
CMPSC 460,Principles of Programming Languages,CMPSC,,,
CMPSC 461,Programming Language Concepts,CMPSC,,,
CMPSC 462,Data Structures,CMPSC,,,
CMPSC 463,Design and Analysis of Algorithms,CMPSC,,,
CMPSC 464,Introduction to the Theory of Computation,CMPSC,,,
CMPSC 465,Data Structures and Algorithms,CMPSC,,,
CMPSC 466,Introduction to Quantum Computation,CMPSC,,,
CMPSC 467,Factorization and Primality Testing,CMPSC,,,
CMPSC 469,Formal Languages with Applications,CMPSC,,,
CMPSC 470,Compiler Construction,CMPSC,,,
CMPSC 471,Introduction to Compiler Construction,CMPSC,,,
CMPSC 472,Operating System Concepts,CMPSC,,,
CMPSC 473,Operating Systems Design &amp; Construction,CMPSC,,,
CMPSC 474,Operating System &amp; Systems Programming,CMPSC,,,
CMPSC 475,Applications Programming,CMPSC,,,
CMPSC 476,Systems Debugging,CMPSC,,,
CMPSC 478,Advanced Algorithms,CMPSC,,,
CMPSC 483W,Software Design Methods,CMPSC,,,
CMPSC 484,Computer Science Senior Project I,CMPSC,,,
CMPSC 485W,Computer Science Senior Project II,CMPSC,,,
CMPSC 487W,Software Engineering and Design,CMPSC,,,
CMPSC 488,Computer Science Project,CMPSC,,,
CMPSC 489,Deep Learning for Computer Vision,CMPSC,,,
CMPSC 494,Senior Honors Thesis,CMPSC,,,
CMPSC 495,Internship,CMPSC,,,
CMPSC 496,Independent Studies,CMPSC,,,
CMPSC 497,Special Topics,CMPSC,,,
CMPSC 499,Foreign Studies,CMPSC,,,
CMLIT 100,Reading Across Cultures,CMLIT,,,
CMLIT 101,"Race, Gender, and Identity in World Literature",CMLIT,,,
CMLIT 105,The Development of Literary Humor,CMLIT,,,
