courseNumber,name,departmentCode,description,credits,professorName
DAN 2770A,Contemporary Ballet B Activity,DAN,,2,
DAN 2790A,Intermediate Contemporary Dance Techniques Activity,DAN,,2,
DAN 2900A,Cultural Performance Series Activity,DAN,,1,
DAN 2940A,Dance Production Activity,DAN,,1,
DAN 2950A,Site-Specific Performance Event Activity,DAN,,1,
DAN 2960A,New Dance Creative Projects/Community Engagement Activity,DAN,,1,
DAN 2990,Special Topics for Lower Division Students,DAN,,,
DAN 2990A,Special Topics for Lower Division Students Activity,DAN,,,
DAN 2990L,Special Topics for Lower Division Students Laboratory,DAN,,,
DAN 3200,Dance Improvisation,DAN,,3,
DAN 3400,Dance Theatre,DAN,,3,
DAN 3600,Performance Ensemble,DAN,,2,
DAN 3600L,Performance Ensemble Laboratory,DAN,,1,
DAN 4000,Special Study for Upper Division Students,DAN,,,
DAN 4300,Choreography,DAN,,2,
DAN 4300A,Choreography Activity,DAN,,1,
DAN 4460,History of Dance and Its Artistic and Cultural Influences,DAN,,3,
DAN 4490,Dance in Contemporary Culture,DAN,,3,
DAN 4600,Dance Somatics and Educational Practices,DAN,,3,
DAN 4990,Special Topics for Upper Division Students,DAN,,,
DAN 4990A,Special Topics for Upper Division Students Activity,DAN,,,
DAN 4990L,Special Topics for Upper Division Students Laboratory,DAN,,,
ECS 1000,Child Growth and Development,ECS,,3,
ECS 1100,"Child, Family and Community",ECS,,3,
ECS 1200,"Health, Safety and Nutrition for Early Childhood",ECS,,3,
ECS 2000,Special Study for Lower Division Students,ECS,,,
ECS 2010,Early Childhood Observation and Assessment,ECS,,2,
ECS 2010A,Early Childhood Observation and Assessment Activity,ECS,,1,
ECS 2100,Early Childhood Clinical Practicum I,ECS,,1,
ECS 2100A,Early Childhood Clinical Practicum I Activity,ECS,,2,
ECS 2200,Principles and Practices of Teaching Young Children,ECS,,3,
ECS 2300,Early Childhood Teaching in a Diverse Society,ECS,,3,
ECS 2350,Introduction to Early Childhood Curriculum,ECS,,3,
ECS 2400,Administration of Early Childhood Programs I,ECS,,3,
ECS 2500,Administration of Early Childhood Programs II,ECS,,3,
ECS 2600,Supervising Adults in Early Childhood Settings,ECS,,2,
ECS 2990,Special Topics for Lower Division Students,ECS,,,
ECS 2990A,Special Topics for Lower Division Students Activity,ECS,,,
ECS 2990L,Special Topics for Lower Division Students Laboratory,ECS,,,
ECS 3000,Early Childhood Inquiry and Methodology,ECS,,3,
ECS 3100,Applied Infant/Toddler Studies,ECS,,3,
ECS 3200,Applied Preschool/Primary Studies,ECS,,3,
ECS 3300,Early Childhood Education Leadership and Social Justice,ECS,,3,
ECS 3400,Language and Literacy in Multilingual Families and Communities,ECS,,3,
ECS 3500,Contextual Approaches to Early Childhood Curriculum,ECS,,3,
ECS 3600,Emergent Literacy in First and Second Language Acquisition,ECS,,3,
ECS 3650,Early Childhood Leadership in the 21st Century,ECS,,3,
ECS 3700,Early Childhood Assessment II,ECS,,3,
ECS 3750,Curricular Approaches for Working with Infants and Toddlers,ECS,,3,
ECS 3800,Early Childhood Physical Growth and Health,ECS,,3,
ECS 3850,Relationship-Based Approaches in Home and Community Settings,ECS,,3,
ECS 3900,STEAM: Early Childhood Project Approach to Integrated Learning,ECS,,3,
ECS 4000,Special Study for Upper Division Students,ECS,,,
ECS 4010,Dynamics of Early Childhood Play,ECS,,3,
ECS 4100,Early Childhood Clinical Practicum II,ECS,,1,
ECS 4100A,Early Childhood Clinical Practicum II Activity,ECS,,2,
ECS 4200,Numeracy and Inquiry in Multilingual Contexts,ECS,,3,
ECS 4300,Working with Exceptional Children and their Families,ECS,,3,
ECS 4600,"Programs and Policies for Infant, Toddlers and Their Families",ECS,,3,
ECS 4650,Early Childhood Leadership in the 21st Century,ECS,,3,
ECS 4700,"Infant/Toddler, Family and Program Perspectives in Intervention",ECS,,3,
ECS 4990,Special Topics for Upper Division Students,ECS,,,
ECS 4990A,Special Topics for Upper Division Students Activity,ECS,,,
ECS 4990L,Special Topics for Upper Division Students Laboratory,ECS,,,
EBZ 2000,Special Study for Lower Division Students,EBZ,,,
EBZ 2990,Special Topics for Lower Division Students,EBZ,,,
EBZ 2990A,Special Topics for Lower Division Students Activity,EBZ,,,
EBZ 2990L,Special Topics for Lower Division Students Laboratory,EBZ,,,
