courseNumber,name,departmentCode,description,credits,professorName
AAE 20000,Undergraduate Sophomore Seminar,AAE,,,
AAE 20300,Aeromechanics I,AAE,,,
AAE 20400,Aeromechanics II,AAE,,,
AAE 20401,Aeromechanics II Laboratory,AAE,,,
AAE 25100,Introduction To Aerospace Design,AAE,,,
AAE 29199,Cooperative Experience I,AAE,,,
AAE 29299,Cooperative Experience II,AAE,,,
AAE 30000,Undergraduate Junior Seminar,AAE,,,
AAE 30100,Signal Analysis For Aerospace Engineering,AAE,,,
AAE 33300,Fluid Mechanics,AAE,,,
AAE 33301,Fluid Mechanics Laboratory,AAE,,,
AAE 33400,Aerodynamics,AAE,,,
AAE 33401,Aerodynamics Laboratory,AAE,,,
AAE 33800,Thermal Sciences,AAE,,,
AAE 33900,Aerospace Propulsion,AAE,,,
AAE 34000,Dynamics And Vibrations,AAE,,,
AAE 35103,Aerospace Systems Design,AAE,,,
AAE 35200,Structural Analysis I,AAE,,,
AAE 35201,Structural Analysis I Laboratory,AAE,,,
AAE 36100,Introduction To Random Variables In Engineering,AAE,,,
AAE 36400,Control System Analysis,AAE,,,
AAE 36401,Control Systems Laboratory,AAE,,,
AAE 38199,Professional Practice Co-Op I,AAE,,,
AAE 38299,Professional Practice Co-Op II,AAE,,,
AAE 38399,Professional Practice Co-Op III,AAE,,,
AAE 39399,Cooperative Experience III,AAE,,,
AAE 39499,Extensive Cooperative Experience IV,AAE,,,
AAE 39599,Extensive Cooperative Experience V,AAE,,,
AAE 39699,Professional Practice Internship,AAE,,,
AAE 40000,Undergraduate Senior Seminar,AAE,,,
AAE 41200,Introduction To Computational Fluid Dynamics,AAE,,,
AAE 41600,Viscous Flows,AAE,,,
AAE 41800,Zero-Gravity Flight Experiment,AAE,,,
AAE 42100,Flight Dynamics And Control,AAE,,,
AAE 43800,Air-Breathing Propulsion,AAE,,,
AAE 43900,Rocket Propulsion,AAE,,,
AAE 44000,Spacecraft Attitude Dynamics,AAE,,,
AAE 45000,Spacecraft Design,AAE,,,
AAE 45100,Aircraft Design,AAE,,,
AAE 45300,Matrix Methods In Aerospace Structures,AAE,,,
AAE 45400,Design Of Aerospace Structures,AAE,,,
AAE 49000,Special Problems In Aeronautical Engineering,AAE,,,
AAE 49700,Independent Study In Aerospace Engineering,AAE,,,
AAE 50700,Principles Of Dynamics,AAE,,,
AAE 50800,Optimization In Aerospace Engineering,AAE,,,
AAE 51100,Introduction To Fluid Mechanics,AAE,,,
AAE 51200,Computational Aerodynamics,AAE,,,
AAE 51400,Intermediate Aerodynamics,AAE,,,
AAE 51500,Rotorcraft Aerodynamics,AAE,,,
AAE 51800,Low-Gravity Fluid Dynamics,AAE,,,
AAE 51900,Hypersonic Aerothermodynamics,AAE,,,
AAE 52000,Experimental Aerodynamics,AAE,,,
AAE 52100,Plasma Laboratory,AAE,,,
AAE 52300,Introduction To Remote Sensing,AAE,,,
AAE 53200,Orbit Mechanics,AAE,,,
AAE 53400,Spacecraft Electric Propulsion,AAE,,,
AAE 53500,"Propulsion Design, Build, Test",AAE,,,
AAE 53700,Hypersonic Propulsion,AAE,,,
AAE 53800,Air Breathing Propulsion,AAE,,,
AAE 53900,Advanced Rocket Propulsion,AAE,,,
AAE 54500,Dynamic Behavior of Materials,AAE,,,
AAE 54600,Aerospace Structural Dynamics And Stability,AAE,,,
AAE 54800,Mechanical Behavior Of Aerospace Materials,AAE,,,
AAE 55000,Multidisciplinary Design Optimization,AAE,,,
AAE 55100,Design Theory And Methods For Aerospace Systems,AAE,,,
AAE 55200,Nondestructive Evaluation Of Structures And Materials,AAE,,,
AAE 55300,Elasticity In Aerospace Engineering,AAE,,,
AAE 55400,Fatigue Of Structures And Materials,AAE,,,
AAE 55500,Mechanics Of Composite Materials,AAE,,,
AAE 55600,Aeroelasticity,AAE,,,
AAE 55800,Finite Element Methods In Aerospace Structures,AAE,,,
AAE 56000,System-Of-Systems Modeling And Analysis,AAE,,,
AAE 56100,Introduction To Convex Optimization,AAE,,,
AAE 56400,Systems Analysis And Synthesis,AAE,,,
AAE 56500,Guidance And Control Of Aerospace Vehicles,AAE,,,
AAE 56700,Introduction To Applied Stochastic Processes,AAE,,,
AAE 56800,Applied Optimal Control And Estimation,AAE,,,
AAE 57500,Introduction To Satellite Navigation And Positioning,AAE,,,
AAE 58500,Air Transportation Systems,AAE,,,
AAE 59000,Projects In Aeronautical Engineering,AAE,,,
AAE 59500,Aerospace Seminar,AAE,,,
AAE 59700,Independent Study In Aerospace Engineering,AAE,,,
AAE 60700,Variational Principles Of Mechanics,AAE,,,
AAE 61300,Viscous Flow Theory,AAE,,,
AAE 61500,Aeroacoustics,AAE,,,
AAE 62400,Laminar-Turbulent Transition,AAE,,,
AAE 62600,Turbulence And Turbulence Modeling,AAE,,,
AAE 63200,Advanced Orbital Dynamics,AAE,,,
AAE 64200,Graduate Professional Practice,AAE,,,
AAE 64600,Elastic Wave Propagation,AAE,,,
AAE 64800,Modeling Damage And Strengthening Mechanisms In Materials,AAE,,,
AAE 65400,Fracture Mechanics,AAE,,,
AAE 66600,"Nonlinear Dynamics, Systems, And Control",AAE,,,
AAE 66800,Hybrid Systems: Theory And Analysis,AAE,,,
AAE 67500,Advanced Signals And Systems For Satellite Navigation,AAE,,,
AAE 69000,Advanced Aeronautical Engineering Projects,AAE,,,
AAE 69800,Research MS Thesis,AAE,,,
AAE 69900,Research PhD Thesis,AAE,,,
AFT 11000,Heritage And Values I,AFT,,,
AFT 11100,Air Force ROTC Leadership Laboratory I,AFT,,,
AFT 12000,Heritage And Values II,AFT,,,
AFT 12100,Air Force ROTC Leadership Laboratory II,AFT,,,
AFT 20220,Air Force ROTC Leadership Laboratory,AFT,,,
AFT 23000,Team And Leadership Fundamentals I,AFT,,,
AFT 23100,Air Force ROTC Leadership Laboratory III,AFT,,,
AFT 24000,Team And Leadership Fundamentals II,AFT,,,
AFT 24100,Air Force ROTC Leadership Laboratory IV,AFT,,,
AFT 35100,Leading People And Effective Communication I,AFT,,,
AFT 35200,Air Force ROTC Leadership Laboratory V,AFT,,,
AFT 36100,Leading People And Effective Communication II,AFT,,,
AFT 36200,Air Force ROTC Leadership Laboratory VI,AFT,,,
AFT 40220,Air Force ROTC Leadership Laboratory,AFT,,,
AFT 47100,National Security/Commissioning Preparation I,AFT,,,
AFT 47200,Air Force ROTC Leadership Laboratory VII,AFT,,,
AFT 48100,National Security/Commissioning Preparation II,AFT,,,
AFT 48200,Air Force ROTC Leadership Laboratory VIII,AFT,,,
AAS 27100,Introduction To African American Studies,AAS,,,
AAS 27700,African American Popular Culture,AAS,,,
AAS 35900,Black Women Writers,AAS,,,
AAS 37000,Black Women Rising,AAS,,,
AAS 37100,The African American Experience,AAS,,,
AAS 37300,Issues In African American Studies,AAS,,,
AAS 37500,The Black Family,AAS,,,
AAS 37600,The Black Male,AAS,,,
AAS 39200,Caribbean History And Culture,AAS,,,
AAS 47300,Blacks In Hollywood Film,AAS,,,
AAS 47400,Research Methods In African American Studies,AAS,,,
AAS 49000,Directed Readings In African American Studies,AAS,,,
AAS 49100,Special Topics In African American Studies,AAS,,,
AAS 57400,Research Methods In African American Studies,AAS,,,
AAS 57500,Theories Of African American Studies,AAS,,,
AAS 59000,Directed Readings In African American Studies,AAS,,,
ABE 20100,Thermodynamics In Biological Systems I,ABE,,,
ABE 20200,Thermodynamics In Biological Systems II,ABE,,,
ABE 20500,Computations For Engineering Systems,ABE,,,
ABE 21000,Thermodynamics Principles Of Engineering And Biological Systems,ABE,,,
ABE 22600,Biotechnology Laboratory I,ABE,,,
ABE 22700,Biotechnology Laboratory II,ABE,,,
ABE 28100,Professional Internship,ABE,,,
ABE 29000,Sophomore Seminar,ABE,,,
ABE 29199,Cooperative Experience I,ABE,,,
ABE 29299,Cooperative Experience II,ABE,,,
ABE 30100,Numerical And Computational Modeling In Biological Engineering,ABE,,,
ABE 30300,Applications Of Physical Chemistry To Biological Processes,ABE,,,
ABE 30400,Bioprocess Engineering Laboratory,ABE,,,
ABE 30500,Physical Properties Of Biological Materials,ABE,,,
ABE 30700,Momentum Transfer In Food And Biological Systems,ABE,,,
ABE 30800,Heat And Mass Transfer In Food And Biological Systems,ABE,,,
ABE 31400,Design Of Electronic Systems,ABE,,,
ABE 32000,"Solid Modeling, Simulation, And Analysis",ABE,,,
ABE 32500,Soil And Water Resource Engineering,ABE,,,
ABE 33000,Design Of Machine Components,ABE,,,
ABE 33600,All Terrain Vehicle Design,ABE,,,
ABE 37000,Biological/Microbial Kinetics And Reaction Engineering,ABE,,,
ABE 38199,Professional Practice Coop I,ABE,,,
ABE 38299,Professional Practice Co-Op II,ABE,,,
ABE 38399,Professional Practice Co-Op III,ABE,,,
ABE 39399,Cooperative Experience III,ABE,,,
ABE 39499,Extensive Cooperative Experience IV,ABE,,,
ABE 39599,Extensive Cooperative Experience V,ABE,,,
ABE 39699,Professional Practice Internship,ABE,,,
ABE 40600,Ag/Biol Engineering Ambassador Leadership Seminar,ABE,,,
ABE 42500,Water Quality Engineering,ABE,,,
ABE 42600,Ecological Restoration Engineering,ABE,,,
ABE 43500,Hydraulic Control Systems For Mobile Equipment,ABE,,,
ABE 44000,Cell And Molecular Design Principles,ABE,,,
ABE 44400,Design And Advanced Manufacturing Processes For Internal Combustion Engines,ABE,,,
ABE 45000,Finite Element Method In Design And Optimization,ABE,,,
ABE 45300,Leadership In Biotechnology,ABE,,,
ABE 45700,Transport Operations In Food And Biological Engineering I,ABE,,,
ABE 46000,Sensors And Process Control,ABE,,,
ABE 48400,Project Planning And Management,ABE,,,
ABE 48500,Agricultural Engineering Project Management And Design,ABE,,,
ABE 48600,Agricultural Engineering Design,ABE,,,
ABE 49000,Professional Practice In Agricultural And Biological Engineering,ABE,,,
ABE 49500,Select Topics In Agricultural And Biological Engineering,ABE,,,
ABE 49800,Undergraduate Research In Agricultural And Biological Engineering,ABE,,,
ABE 49900,Thesis Research,ABE,,,
ABE 50100,Welding Engineering,ABE,,,
ABE 50501,"Particle, Powder, and Compact Characterization",ABE,,,
ABE 50502,"Particles, Powders, And Compact Characterization Laboratory",ABE,,,
ABE 51100,Drug Development,ABE,,,
ABE 51200,Good Regulatory Practices,ABE,,,
ABE 51300,"Quality Management, Audits, Inspections",ABE,,,
ABE 51400,Documents And Dialogues Of Drug Development And Registration,ABE,,,
ABE 51500,Molecular Basis Of Manufacturing,ABE,,,
ABE 52200,Ecohydrology,ABE,,,
ABE 52700,Computer Models In Environmental And Natural Resources Engineering,ABE,,,
ABE 52900,Nonpoint Source Pollution Engineering,ABE,,,
ABE 53000,Plant Phenotyping Technologies,ABE,,,
ABE 53100,Instrumentation And Data Acquisition,ABE,,,
ABE 53500,Design And Modeling Of Fluid Power Systems,ABE,,,
ABE 54000,Principles Of Systems &amp; Synthetic Biology,ABE,,,
ABE 54500,Design Of Off-Highway Vehicles,ABE,,,
ABE 54700,Models And Microbiomes,ABE,,,
ABE 55700,Transport Operations In Food And Biological Systems II,ABE,,,
ABE 55800,Process Design For Food And Biological Systems,ABE,,,
ABE 56000,Biosensors: Fundamentals And Applications,ABE,,,
ABE 58000,Process Engineering Of Renewable Resources,ABE,,,
ABE 58500,Soil Microbiology,ABE,,,
ABE 59000,Special Problems,ABE,,,
ABE 59100,Special Topics,ABE,,,
ABE 62600,"Life Of A Faculty Entrepreneur: Discovery, Delivery, Translation",ABE,,,
ABE 62700,Colloidal Phenomena In Bioprocessing,ABE,,,
ABE 65100,Environmental Informatics,ABE,,,
ABE 68000,"Bioseparations And Bioprocess Engineering: Principles, Practice And Economics",ABE,,,
ABE 69100,Special Topics,ABE,,,
ABE 69400,Graduate Research Training,ABE,,,
ABE 69600,Graduate Seminar,ABE,,,
ABE 69700,Doctoral Professional Development,ABE,,,
ABE 69800,Research MS Thesis,ABE,,,
ABE 69900,Research PhD Thesis,ABE,,,
AGEC 20201,Introduction To Data Analytics For Agricultural Business,AGEC,,,
AGEC 20300,Introductory Microeconomics For Food And Agribusiness,AGEC,,,
AGEC 20400,Introduction To Resource Economics And Environmental Policy,AGEC,,,
AGEC 21700,Economics,AGEC,,,
AGEC 22000,Economics Of Agricultural Markets,AGEC,,,
AGEC 25000,Economic Geography Of World Food And Resources,AGEC,,,
AGEC 26000,Mentoring Leadership,AGEC,,,
AGEC 27500,Honors Course - Lower Division,AGEC,,,
AGEC 28900,Foundational Internship,AGEC,,,
AGEC 29199,Cooperative Experience I,AGEC,,,
AGEC 29299,Cooperative Experience II,AGEC,,,
AGEC 29600,Selected Topics In Agricultural Economics,AGEC,,,
AGEC 29800,Sophomore Seminar,AGEC,,,
AGEC 30500,Agricultural Prices,AGEC,,,
AGEC 31000,Farm Organization,AGEC,,,
AGEC 32100,Principles Of Commodity Marketing,AGEC,,,
AGEC 32700,Principles Of Food And Agribusiness Marketing,AGEC,,,
AGEC 33000,Management Methods For Agricultural Business,AGEC,,,
AGEC 33100,Principles Of Industrial Selling,AGEC,,,
AGEC 33300,Food Distribution - A Retailing Perspective,AGEC,,,
AGEC 34000,International Economic Development,AGEC,,,
AGEC 35200,Quantitative Techniques For Firm Decision Making,AGEC,,,
AGEC 37500,The Process Of Economic Research,AGEC,,,
AGEC 39001,Professional Internship Programs In Agricultural Economics,AGEC,,,
AGEC 39399,Cooperative Experience III,AGEC,,,
AGEC 39499,Extensive Cooperative Experience IV,AGEC,,,
AGEC 39599,Extensive Cooperative Experience V,AGEC,,,
AGEC 40000,Agricultural Economics Study Abroad,AGEC,,,
AGEC 40600,Natural Resource And Environmental Economics,AGEC,,,
AGEC 41000,Agricultural Policy,AGEC,,,
AGEC 41100,Farm Management,AGEC,,,
AGEC 41200,Farm Business Management Workshop,AGEC,,,
AGEC 42100,Advanced Commodity Marketing,AGEC,,,
AGEC 42400,Financial Management Of Agricultural Business,AGEC,,,
AGEC 42500,Estate Planning And Property Transfer,AGEC,,,
AGEC 42700,Advanced Agribusiness Marketing,AGEC,,,
AGEC 42900,Agri-Marketing Analytics,AGEC,,,
AGEC 43000,Agricultural And Food Business Strategy,AGEC,,,
AGEC 43100,Advanced Industrial Sales And Marketing,AGEC,,,
AGEC 45000,International Agricultural Trade,AGEC,,,
AGEC 45100,Applied Econometrics,AGEC,,,
AGEC 45500,Agricultural Law,AGEC,,,
AGEC 45600,Federal Income Tax Law,AGEC,,,
AGEC 47500,Honors Course - Upper Division,AGEC,,,
AGEC 48900,Professional Internship,AGEC,,,
AGEC 49600,Selected Topics In Agribusiness Management,AGEC,,,
AGEC 49800,Special Problems,AGEC,,,
AGEC 49900,Thesis,AGEC,,,
AGEC 50600,Agricultural Marketing And Price Analysis,AGEC,,,
AGEC 51600,Mathematical Tools For Agricultural And Applied Economics,AGEC,,,
AGEC 52400,Agricultural Finance,AGEC,,,
AGEC 52500,Environmental Policy Analysis,AGEC,,,
AGEC 52600,International Food And Agribusiness Marketing Strategy,AGEC,,,
AGEC 52800,Global Change And The Challenge Of Sustainably Feeding A Growing Planet,AGEC,,,
AGEC 53000,Strategic Agribusiness Management,AGEC,,,
AGEC 53200,World Food Problems,AGEC,,,
AGEC 55200,Introduction To Mathematical Programming,AGEC,,,
AGEC 57100,Global Issues In International Agribusiness,AGEC,,,
AGEC 57200,International Agribusiness Market Opportunities,AGEC,,,
AGEC 57300,International Business Analysis,AGEC,,,
AGEC 59500,Internship,AGEC,,,
AGEC 59600,Seminars In Current Issues In Agricultural Economics,AGEC,,,
AGEC 60000,Agricultural Finance,AGEC,,,
AGEC 60200,Preparation And Procedures For Policy Analysis,AGEC,,,
AGEC 60400,Fundamentals Of Applied Welfare Economics,AGEC,,,
AGEC 60500,Agricultural Markets And Price Analysis,AGEC,,,
AGEC 60800,Benefit-Cost Analysis,AGEC,,,
AGEC 60900,Applied Welfare Analysis,AGEC,,,
AGEC 61200,Agricultural Production Economics I,AGEC,,,
AGEC 61300,Introduction To Economics Of Risk,AGEC,,,
AGEC 61400,Advanced Agricultural Production Economics,AGEC,,,
AGEC 61600,Resource Economics And Policy,AGEC,,,
AGEC 61700,Applied Welfare And Environmental Economics,AGEC,,,
AGEC 61800,Applied General Equilibrium Analysis,AGEC,,,
AGEC 61900,Applied Microeconomic Theory,AGEC,,,
AGEC 62000,Computational Analysis Of Markets And Policy,AGEC,,,
AGEC 62200,Food System Organization And Policy,AGEC,,,
AGEC 62500,Macroeconomic Issues In Agriculture,AGEC,,,
AGEC 63000,Urban And Regional Economics,AGEC,,,
AGEC 63100,The Theory And Practice Of Spatial Econometrics,AGEC,,,
AGEC 63300,"Advanced Topics In Space, Health, And Population Economics",AGEC,,,
AGEC 64000,Agricultural Policy,AGEC,,,
AGEC 64300,Theory Of Economic Development,AGEC,,,
AGEC 64400,International Agricultural Trade,AGEC,,,
AGEC 65000,Application Of Quantitative Analysis: Econometrics I,AGEC,,,
AGEC 65100,Application Of Quantitative Analysis: Econometrics II,AGEC,,,
AGEC 65200,Application Of Quantitative Analysis: Mathematical Programming,AGEC,,,
AGEC 65400,Economic Dynamics,AGEC,,,
AGEC 65500,Applied Economic Time Series Analysis,AGEC,,,
AGEC 68100,Economics For Food And Agribusiness Managers,AGEC,,,
AGEC 68200,The Macroeconomics And Trade Environment Of The Food System,AGEC,,,
AGEC 68400,Applied Quantitative Methods For Decision Making,AGEC,,,
AGEC 68500,Advanced Quantitative Methods For Decision Making Under Uncertainty,AGEC,,,
AGEC 68600,Strategic Food And Agribusiness Management,AGEC,,,
AGEC 68700,Problem Solving And Project Management For Decision Makers,AGEC,,,
AGEC 68800,Business Analysis Capstone Course,AGEC,,,
AGEC 69000,Seminars In Agricultural Economics,AGEC,,,
AGEC 69100,Topical Research In Agricultural Economics,AGEC,,,
AGEC 69200,Workshop In Applied Economics,AGEC,,,
AGEC 69800,Research MS Thesis,AGEC,,,
AGEC 69900,Research PhD Thesis,AGEC,,,
ASEC 10100,"Agriculture, Science And Social Issues",ASEC,,,
ASEC 15200,Agricultural Communication Seminar,ASEC,,,
ASEC 21200,Greenhouse And Landscape Fundamentals For Educators,ASEC,,,
ASEC 24000,Seminar In Agricultural Education,ASEC,,,
ASEC 28000,Digital Storytelling,ASEC,,,
ASEC 28500,Introduction To Publication Design,ASEC,,,
